customer_id,gender,senior_citizen,tenure,monthly_charges,total_charges,contract_type,internet_service,num_support_calls,payment_method,has_partner,has_dependents,churned,contract_months
PETRA-00894,Female,0,41,68.21,2050.20,Month-to-month,Fiber optic,1,Electronic check,1,0,0,1
PETRA-00895,Female,0,23,100.79,4154.89,Month-to-month,Fiber optic,2,Credit card,0,0,1,1
PETRA-00896,Female,0,17,27.75,898.27,Two year,Fiber optic,0,Credit card,0,0,0,24
PETRA-00897,Male,0,37,82.92,4484.67,Month-to-month,DSL,0,Bank transfer,0,1,0,1
PETRA-00898,Male,1,7,95.10,663.88,Two year,No,1,Electronic check,0,0,0,24
PETRA-00899,Female,0,27,41.50,673.11,One year,No,1,Credit card,1,0,0,12
PETRA-00900,Male,0,1,91.73,122.80,One year,DSL,2,Bank transfer,1,0,0,12
PETRA-00901,Male,0,23,107.60,5561.94,Month-to-month,Fiber optic,0,Mailed check,0,1,0,1
PETRA-00902,Male,0,7,96.25,740.43,Month-to-month,No,2,Mailed check,1,1,1,1
PETRA-00903,Female,0,31,93.98,1971.16,Month-to-month,Fiber optic,1,Credit card,0,0,0,1
PETRA-00904,Male,0,29,109.49,2824.73,Two year,DSL,0,Bank transfer,0,1,0,24
PETRA-00905,Female,0,22,44.33,793.11,One year,Fiber optic,3,Credit card,1,0,0,12
PETRA-00906,Male,0,16,61.64,1365.08,Month-to-month,Fiber optic,1,Credit card,1,1,0,1
PETRA-00907,Male,0,5,27.65,64.34,Month-to-month,DSL,0,Mailed check,1,1,0,1
PETRA-00908,Male,1,22,39.49,1115.70,Month-to-month,Fiber optic,0,Mailed check,0,0,0,1
PETRA-00909,Male,0,0,68.79,45.45,One year,Fiber optic,2,Credit card,1,1,0,12
PETRA-00910,Female,1,12,34.86,519.04,Month-to-month,DSL,6,Credit card,0,0,1,1
PETRA-00911,Male,1,14,56.43,189.32,One year,No,1,Bank transfer,1,0,0,12
PETRA-00912,Male,0,2,94.71,169.60,Month-to-month,DSL,2,Bank transfer,1,0,0,1
PETRA-00913,Female,0,8,38.88,196.34,Two year,Fiber optic,1,Credit card,1,1,0,24
PETRA-00914,Female,0,43,32.86,1339.88,Month-to-month,Fiber optic,1,Credit card,0,0,0,1
PETRA-00915,Male,0,57,78.29,2380.21,Month-to-month,DSL,2,Bank transfer,0,0,0,1
PETRA-00916,Female,0,14,42.34,1108.77,Two year,Fiber optic,1,Credit card,1,0,0,24
PETRA-00917,Female,0,72,65.23,5310.84,One year,Fiber optic,0,Electronic check,0,1,0,12
PETRA-00918,Male,0,8,20.00,0.00,Month-to-month,Fiber optic,1,Electronic check,1,0,0,1
PETRA-00919,Female,0,27,92.38,172.60,Two year,Fiber optic,1,Bank transfer,1,0,0,24
PETRA-00920,Female,1,3,72.56,401.26,Month-to-month,No,3,Bank transfer,1,0,0,1
PETRA-00921,Female,0,72,61.65,3879.14,Month-to-month,No,1,Electronic check,0,1,0,1
PETRA-00922,Male,0,19,38.64,533.82,Month-to-month,DSL,5,Credit card,1,0,1,1
PETRA-00923,Male,1,15,92.31,2478.36,Month-to-month,Fiber optic,1,Mailed check,0,0,0,1
PETRA-00924,Male,0,21,67.79,1272.60,One year,Fiber optic,0,Credit card,0,1,0,12
PETRA-00925,Female,0,67,81.81,895.72,Month-to-month,No,1,Mailed check,1,0,0,1
PETRA-00926,Female,1,50,44.44,468.08,Month-to-month,No,0,Credit card,0,0,0,1
PETRA-00927,Male,0,10,20.00,287.85,One year,Fiber optic,0,Electronic check,1,1,0,12
PETRA-00928,Male,0,7,20.00,338.89,Month-to-month,No,1,Credit card,1,0,0,1
PETRA-00929,Female,0,1,40.31,107.48,Month-to-month,Fiber optic,1,Electronic check,1,0,0,1
PETRA-00930,Female,1,50,49.01,1795.58,Month-to-month,DSL,1,Bank transfer,1,0,0,1
PETRA-00931,Female,0,5,20.00,81.86,One year,Fiber optic,2,Credit card,1,1,0,12
PETRA-00932,Male,0,8,92.48,764.96,Month-to-month,Fiber optic,1,Electronic check,0,1,0,1
PETRA-00933,Female,0,9,93.48,0.00,Two year,Fiber optic,0,Credit card,1,0,0,24
PETRA-00934,Male,0,2,61.78,125.58,Two year,Fiber optic,1,Bank transfer,0,0,0,24
PETRA-00935,Female,0,11,65.31,1012.15,One year,Fiber optic,2,Bank transfer,1,0,0,12
PETRA-00936,Male,0,34,25.12,1913.80,One year,No,0,Electronic check,0,0,0,12
PETRA-00937,Male,1,24,87.24,3692.26,One year,DSL,0,Mailed check,1,0,0,12
PETRA-00938,Male,0,15,26.56,936.78,Two year,Fiber optic,2,Bank transfer,0,0,0,24
PETRA-00939,Female,0,24,79.65,4160.41,One year,Fiber optic,1,Electronic check,0,0,0,12
PETRA-00940,Female,0,40,44.70,3533.94,Month-to-month,DSL,1,Mailed check,0,0,0,1
PETRA-00941,Male,0,2,62.35,126.98,Month-to-month,Fiber optic,0,Electronic check,0,0,0,1
PETRA-00942,Female,0,13,96.74,1561.18,Two year,Fiber optic,1,Bank transfer,0,0,0,24
PETRA-00943,Male,0,12,86.40,0.00,Month-to-month,DSL,2,Bank transfer,0,0,0,1
PETRA-00944,Male,0,26,89.29,2533.24,One year,No,2,Credit card,0,0,0,12
PETRA-00945,Male,0,1,82.35,127.65,Two year,Fiber optic,0,Bank transfer,1,0,0,24
PETRA-00946,Female,0,39,46.66,1458.82,Month-to-month,DSL,1,Credit card,0,0,0,1
PETRA-00947,Male,0,8,61.90,0.00,Month-to-month,DSL,2,Electronic check,1,0,0,1
PETRA-00948,Female,0,7,40.16,592.57,Month-to-month,Fiber optic,2,Electronic check,0,0,1,1
PETRA-00949,Male,1,10,45.36,582.57,Month-to-month,No,4,Electronic check,1,1,1,1
PETRA-00950,Male,0,14,68.24,2105.88,One year,Fiber optic,1,Credit card,0,1,0,12
PETRA-00951,Male,1,48,34.25,2498.17,Month-to-month,DSL,2,Credit card,1,1,0,1
PETRA-00952,Female,1,3,90.51,531.63,Month-to-month,DSL,0,Electronic check,1,0,0,1
PETRA-00953,Male,0,4,95.39,692.24,Month-to-month,Fiber optic,1,Bank transfer,1,1,0,1
PETRA-00954,Female,1,58,33.45,1017.52,Month-to-month,Fiber optic,2,Mailed check,0,0,0,1
PETRA-00955,Female,0,59,20.00,759.59,Month-to-month,Fiber optic,3,Bank transfer,1,0,0,1
PETRA-00956,Male,0,41,85.16,2444.49,Month-to-month,DSL,2,Credit card,0,0,1,1
PETRA-00957,Female,0,2,46.41,15.51,Two year,Fiber optic,1,Electronic check,0,0,0,24
PETRA-00958,Female,0,12,30.35,814.10,Month-to-month,Fiber optic,1,Electronic check,0,0,0,1
PETRA-00959,Male,0,6,73.87,456.35,Month-to-month,Fiber optic,1,Credit card,1,0,0,1
PETRA-00960,Male,0,0,20.00,36.76,Month-to-month,DSL,2,Electronic check,0,1,1,1
PETRA-00961,Male,0,10,59.06,40.32,One year,Fiber optic,2,Credit card,1,0,0,12
PETRA-00962,Female,0,72,62.92,7125.66,One year,Fiber optic,0,Credit card,0,0,0,12
PETRA-00963,Male,0,19,44.16,598.50,Month-to-month,Fiber optic,2,Credit card,0,1,0,1
PETRA-00964,Female,0,10,83.62,1574.21,One year,DSL,0,Electronic check,0,0,0,12
PETRA-00965,Female,0,3,91.31,142.50,One year,DSL,2,Electronic check,0,0,0,12
PETRA-00966,Female,0,0,61.92,106.55,Two year,Fiber optic,2,Credit card,1,0,0,24
PETRA-00967,Male,0,4,37.90,251.43,One year,DSL,0,Electronic check,1,0,1,12
PETRA-00968,Female,0,2,96.08,129.52,One year,Fiber optic,2,Electronic check,1,1,0,12
PETRA-00969,Male,0,25,53.93,2686.51,Month-to-month,Fiber optic,2,Bank transfer,0,0,0,1
PETRA-00970,Male,0,7,53.81,679.54,Month-to-month,DSL,1,Credit card,0,1,0,1
PETRA-00971,Male,0,28,64.02,2407.00,Two year,Fiber optic,2,Credit card,1,0,0,24
PETRA-00972,Male,0,70,43.95,936.66,Month-to-month,Fiber optic,2,Credit card,0,1,0,1
PETRA-00973,Male,0,17,25.12,666.30,Month-to-month,DSL,2,Mailed check,0,1,0,1
PETRA-00974,Male,0,6,63.15,396.41,One year,No,0,Electronic check,1,0,0,12
PETRA-00975,Male,0,8,69.77,577.44,Two year,Fiber optic,0,Credit card,0,0,0,24
PETRA-00976,Male,0,30,83.04,2619.99,Month-to-month,No,0,Bank transfer,0,0,0,1
PETRA-00977,Female,0,1,59.28,56.87,Two year,DSL,1,Credit card,0,0,0,24
PETRA-00978,Male,0,3,95.43,112.82,Month-to-month,No,2,Credit card,1,1,0,1
PETRA-00979,Female,0,20,72.59,0.00,Two year,No,0,Bank transfer,0,0,0,24
PETRA-00980,Female,0,25,69.02,0.00,Two year,DSL,0,Credit card,1,0,0,24
PETRA-00981,Female,0,49,24.09,1427.62,One year,Fiber optic,2,Credit card,0,1,0,12
PETRA-00982,Female,0,46,91.30,0.00,Two year,Fiber optic,0,Bank transfer,0,0,0,24
PETRA-00983,Female,0,3,100.71,455.72,Two year,Fiber optic,2,Bank transfer,0,0,0,24
PETRA-00984,Female,0,11,41.21,613.96,Two year,Fiber optic,1,Bank transfer,1,1,0,24
PETRA-00985,Female,0,1,77.56,53.34,Month-to-month,No,2,Bank transfer,0,1,1,1
PETRA-00986,Female,1,5,104.62,899.01,Month-to-month,Fiber optic,1,Bank transfer,1,0,0,1
PETRA-00987,Male,0,14,64.53,738.99,Month-to-month,No,2,Bank transfer,0,0,0,1
PETRA-00988,Male,0,13,50.21,843.91,Month-to-month,No,1,Bank transfer,0,1,0,1
PETRA-00989,Female,0,9,82.54,0.00,One year,No,1,Mailed check,0,1,0,12
PETRA-00990,Male,1,14,84.27,0.00,Month-to-month,Fiber optic,3,Credit card,1,0,0,1
PETRA-00991,Female,0,15,47.91,600.23,Two year,Fiber optic,2,Bank transfer,0,0,0,24
PETRA-00992,Male,1,14,39.83,722.63,Month-to-month,No,2,Credit card,1,0,0,1
PETRA-00993,Male,0,58,76.07,7347.00,Month-to-month,Fiber optic,2,Bank transfer,1,1,0,1
PETRA-00994,Female,0,5,80.62,353.07,Month-to-month,DSL,2,Bank transfer,1,1,1,1
PETRA-00995,Female,0,14,82.33,1351.48,Month-to-month,Fiber optic,2,Electronic check,1,0,0,1
PETRA-00996,Female,0,16,76.74,1903.52,Month-to-month,DSL,0,Mailed check,1,0,0,1
PETRA-00997,Male,0,18,59.90,981.85,One year,No,2,Bank transfer,1,0,0,12
PETRA-00998,Female,1,1,71.53,118.51,Month-to-month,Fiber optic,1,Credit card,0,0,0,1
PETRA-00999,Female,0,68,58.37,832.90,Two year,Fiber optic,2,Electronic check,1,0,0,24
PETRA-01000,Female,1,47,35.17,0.00,Month-to-month,DSL,1,Credit card,1,0,0,1
PETRA-01001,Female,0,12,63.89,480.19,One year,Fiber optic,2,Bank transfer,0,0,0,12
PETRA-01002,Female,0,6,20.00,185.08,One year,DSL,5,Electronic check,1,1,1,12
PETRA-01003,Female,0,23,85.29,985.24,Month-to-month,Fiber optic,2,Bank transfer,1,0,1,1
PETRA-01004,Male,0,43,92.25,5773.88,Month-to-month,Fiber optic,1,Bank transfer,0,0,0,1
PETRA-01005,Female,0,72,93.96,1901.79,Two year,Fiber optic,2,Credit card,1,1,0,24
PETRA-01006,Female,0,1,66.92,20.32,One year,DSL,1,Credit card,0,1,0,12
PETRA-01007,Female,0,3,34.90,124.05,Month-to-month,Fiber optic,4,Mailed check,0,0,0,1
PETRA-01008,Female,0,45,30.07,721.06,One year,Fiber optic,2,Credit card,0,0,0,12
PETRA-01009,Female,0,41,35.43,946.37,Month-to-month,No,1,Bank transfer,1,1,0,1
PETRA-01010,Male,0,2,60.12,0.00,Month-to-month,No,3,Bank transfer,0,0,0,1
PETRA-01011,Female,0,72,67.60,7727.07,Month-to-month,Fiber optic,1,Bank transfer,1,0,0,1
PETRA-01012,Male,0,72,44.43,2933.70,One year,DSL,1,Credit card,0,0,0,12
PETRA-01013,Male,0,57,84.35,1626.47,Month-to-month,DSL,0,Credit card,0,0,0,1
PETRA-01014,Female,0,19,21.03,912.14,Month-to-month,No,0,Bank transfer,1,1,0,1
PETRA-01015,Female,0,18,60.05,483.78,Month-to-month,No,3,Bank transfer,0,0,0,1
PETRA-01016,Male,0,1,83.00,41.76,Month-to-month,DSL,0,Electronic check,1,0,0,1
PETRA-01017,Male,0,53,25.74,445.81,Month-to-month,Fiber optic,0,Bank transfer,0,0,0,1
PETRA-01018,Male,1,45,39.65,3163.04,Month-to-month,Fiber optic,0,Mailed check,1,0,0,1
PETRA-01019,Male,0,9,130.00,2344.27,Two year,DSL,1,Credit card,1,0,0,24
PETRA-01020,Male,1,63,72.59,8842.92,One year,No,1,Bank transfer,0,1,0,12
PETRA-01021,Male,0,5,65.83,634.25,Month-to-month,No,2,Mailed check,0,0,0,1
PETRA-01022,Female,0,5,75.58,219.90,Month-to-month,No,1,Electronic check,0,0,0,1
PETRA-01023,Female,0,38,44.32,3655.89,Month-to-month,DSL,2,Bank transfer,1,0,0,1
PETRA-01024,Female,0,27,87.05,2028.60,Two year,Fiber optic,0,Bank transfer,1,1,0,24
PETRA-01025,Male,0,10,74.16,0.00,Month-to-month,No,0,Electronic check,0,0,0,1
PETRA-01026,Male,0,52,72.13,2630.90,Two year,Fiber optic,0,Credit card,0,1,0,24
PETRA-01027,Male,0,41,73.93,3722.55,Month-to-month,Fiber optic,0,Credit card,1,0,0,1
PETRA-01028,Female,0,6,61.43,202.21,One year,Fiber optic,0,Bank transfer,0,0,0,12
PETRA-01029,Male,0,42,114.74,5314.73,One year,DSL,0,Electronic check,1,0,0,12
PETRA-01030,Male,0,23,52.34,1655.89,One year,Fiber optic,0,Bank transfer,1,0,0,12
PETRA-01031,Male,0,13,74.29,1243.43,Month-to-month,No,1,Bank transfer,0,1,0,1
PETRA-01032,Female,0,38,61.66,3417.41,Month-to-month,DSL,2,Mailed check,1,1,0,1
PETRA-01033,Male,0,0,69.91,0.00,Month-to-month,DSL,2,Credit card,0,0,0,1
PETRA-01034,Male,0,5,92.91,228.04,Two year,Fiber optic,0,Electronic check,0,0,0,24
PETRA-01035,Female,0,19,20.00,0.00,Month-to-month,Fiber optic,1,Credit card,1,0,1,1
PETRA-01036,Female,0,19,36.71,654.61,One year,DSL,3,Electronic check,1,0,0,12
PETRA-01037,Male,0,19,72.77,862.63,Two year,DSL,1,Bank transfer,1,1,0,24
PETRA-01038,Male,0,10,79.07,725.14,One year,Fiber optic,1,Credit card,1,1,0,12
PETRA-01039,Female,0,16,20.00,0.00,Month-to-month,DSL,2,Bank transfer,0,0,1,1
PETRA-01040,Female,0,53,61.92,0.00,Month-to-month,Fiber optic,3,Mailed check,1,0,1,1
PETRA-01041,Female,0,6,94.79,771.77,One year,Fiber optic,3,Bank transfer,1,1,0,12
PETRA-01042,Male,0,10,91.49,0.00,Two year,Fiber optic,3,Credit card,0,0,0,24
PETRA-01043,Male,0,11,78.46,748.23,Two year,Fiber optic,2,Credit card,0,0,0,24
PETRA-01044,Female,0,24,80.97,813.18,Month-to-month,Fiber optic,0,Electronic check,1,0,0,1
PETRA-01045,Male,1,10,20.00,74.79,Two year,Fiber optic,0,Electronic check,1,1,0,24
PETRA-01046,Male,0,2,20.00,46.82,Month-to-month,Fiber optic,1,Bank transfer,0,1,0,1
PETRA-01047,Female,0,3,48.51,148.43,One year,Fiber optic,1,Credit card,1,0,0,12
PETRA-01048,Female,0,8,70.78,782.72,Month-to-month,Fiber optic,1,Electronic check,0,0,0,1
PETRA-01049,Male,0,12,91.79,251.80,Month-to-month,Fiber optic,2,Bank transfer,0,0,1,1
PETRA-01050,Female,1,72,55.76,1529.05,One year,Fiber optic,2,Credit card,0,0,0,12
PETRA-01051,Male,0,72,41.33,5315.72,Month-to-month,Fiber optic,1,Bank transfer,1,0,0,1
PETRA-01052,Female,0,63,38.99,2070.21,Two year,DSL,3,Bank transfer,0,1,0,24
PETRA-01053,Female,1,56,37.31,2624.64,Month-to-month,Fiber optic,2,Mailed check,0,0,0,1
PETRA-01054,Male,0,17,71.21,789.32,Two year,DSL,2,Bank transfer,0,0,0,24
PETRA-01055,Female,0,7,49.17,453.92,Month-to-month,No,2,Credit card,1,0,0,1
PETRA-01056,Male,0,36,33.52,0.00,Month-to-month,Fiber optic,3,Electronic check,1,0,0,1
PETRA-01057,Female,0,72,62.18,8085.44,Month-to-month,DSL,3,Credit card,0,1,0,1
PETRA-01058,Male,0,21,87.73,1255.13,One year,Fiber optic,1,Mailed check,1,0,0,12
PETRA-01059,Male,0,20,86.48,217.51,Two year,Fiber optic,3,Bank transfer,0,0,0,24
PETRA-01060,Female,1,9,93.01,214.51,Month-to-month,No,1,Mailed check,0,1,0,1
PETRA-01061,Female,1,13,38.97,413.15,Month-to-month,No,2,Mailed check,1,0,0,1
PETRA-01062,Male,0,26,95.58,2293.07,Month-to-month,No,3,Mailed check,1,0,1,1
PETRA-01063,Female,0,4,61.73,271.34,One year,Fiber optic,1,Credit card,0,0,0,12
PETRA-01064,Female,0,58,96.07,920.19,One year,No,0,Electronic check,1,0,0,12
PETRA-01065,Male,0,4,83.83,539.79,Two year,Fiber optic,2,Electronic check,0,0,0,24
PETRA-01066,Female,0,44,44.69,1244.77,Month-to-month,No,1,Bank transfer,1,1,0,1
PETRA-01067,Female,0,3,34.10,56.37,Month-to-month,DSL,0,Bank transfer,1,0,0,1
PETRA-01068,Male,0,11,84.63,783.51,Month-to-month,No,1,Electronic check,1,0,0,1
PETRA-01069,Male,0,59,86.23,7447.93,Two year,Fiber optic,0,Mailed check,0,1,0,24
PETRA-01070,Female,0,72,76.40,5370.45,Month-to-month,DSL,1,Electronic check,1,0,0,1
PETRA-01071,Male,0,63,45.88,1793.12,Month-to-month,No,0,Bank transfer,1,0,0,1
PETRA-01072,Female,0,8,93.84,580.58,One year,Fiber optic,2,Electronic check,0,0,1,12
PETRA-01073,Female,0,17,94.62,2981.24,One year,No,0,Credit card,0,0,0,12
PETRA-01074,Male,0,43,48.46,3623.00,Month-to-month,DSL,3,Bank transfer,1,0,1,1
PETRA-01075,Male,0,72,37.18,3362.83,Month-to-month,Fiber optic,0,Electronic check,0,0,0,1
PETRA-01076,Female,0,2,55.39,122.67,One year,Fiber optic,0,Electronic check,1,0,0,12
PETRA-01077,Male,0,0,59.97,185.09,One year,DSL,1,Electronic check,0,0,1,12
PETRA-01078,Male,0,23,46.87,1427.80,Month-to-month,Fiber optic,1,Bank transfer,1,0,0,1
PETRA-01079,Female,0,1,92.14,106.59,Month-to-month,Fiber optic,1,Bank transfer,0,0,0,1
PETRA-01080,Female,1,34,69.53,2029.56,Month-to-month,DSL,0,Electronic check,1,0,1,1
PETRA-01081,Female,0,46,27.80,1598.29,One year,Fiber optic,3,Credit card,1,0,0,12
PETRA-01082,Female,0,17,85.07,0.00,Month-to-month,DSL,1,Mailed check,0,0,0,1
PETRA-01083,Female,0,13,88.97,1988.72,Month-to-month,No,1,Mailed check,1,0,0,1
PETRA-01084,Male,0,72,55.83,441.21,Month-to-month,No,3,Mailed check,1,0,1,1
PETRA-01085,Female,0,43,35.41,757.22,Two year,Fiber optic,3,Mailed check,0,0,0,24
PETRA-01086,Female,0,12,75.66,18.04,Month-to-month,Fiber optic,0,Bank transfer,0,0,0,1
PETRA-01087,Female,1,35,99.33,1684.38,Month-to-month,Fiber optic,2,Bank transfer,1,0,1,1
PETRA-01088,Female,0,51,80.59,3131.00,Month-to-month,DSL,1,Electronic check,1,1,0,1
PETRA-01089,Male,0,15,59.02,1436.38,One year,No,0,Credit card,0,0,0,12
PETRA-01090,Female,0,25,38.90,1849.87,Two year,DSL,2,Electronic check,1,0,0,24
PETRA-01091,Male,0,50,69.37,8181.33,Two year,Fiber optic,1,Credit card,0,1,0,24
PETRA-01092,Female,0,35,78.82,2956.12,Month-to-month,DSL,3,Mailed check,0,0,1,1
PETRA-01093,Male,0,8,56.23,380.89,Month-to-month,Fiber optic,3,Bank transfer,1,1,1,1
PETRA-01094,Male,0,9,104.47,1453.26,Month-to-month,No,2,Electronic check,0,1,0,1
PETRA-01095,Male,0,34,54.71,747.99,One year,DSL,1,Bank transfer,0,0,0,12
PETRA-01096,Female,0,19,28.16,173.31,One year,DSL,0,Electronic check,1,0,0,12
PETRA-01097,Female,0,42,30.70,957.84,Month-to-month,DSL,2,Mailed check,0,0,0,1
PETRA-01098,Male,0,32,40.44,1263.36,Month-to-month,DSL,0,Bank transfer,0,1,0,1
PETRA-01099,Male,0,38,21.96,0.00,Month-to-month,Fiber optic,3,Credit card,1,0,0,1
PETRA-01100,Male,0,25,53.63,2342.03,One year,Fiber optic,2,Credit card,1,1,0,12
PETRA-01101,Male,0,51,87.26,5198.09,Month-to-month,Fiber optic,1,Bank transfer,1,0,0,1
PETRA-01102,Female,0,21,65.58,2146.71,Month-to-month,DSL,0,Electronic check,1,0,0,1
PETRA-01103,Male,0,1,83.77,0.00,Month-to-month,Fiber optic,2,Electronic check,0,0,0,1
PETRA-01104,Male,0,11,98.17,577.13,Month-to-month,Fiber optic,2,Credit card,0,0,0,1
PETRA-01105,Male,0,61,30.71,934.58,Month-to-month,Fiber optic,1,Credit card,1,0,0,1
PETRA-01106,Male,0,5,102.89,441.46,One year,DSL,2,Mailed check,0,1,1,12
PETRA-01107,Female,0,42,35.76,1466.44,One year,Fiber optic,1,Electronic check,0,0,0,12
PETRA-01108,Female,0,15,56.03,1351.93,Month-to-month,DSL,3,Credit card,1,1,0,1
PETRA-01109,Male,0,6,36.45,233.84,Month-to-month,No,0,Credit card,1,1,1,1
PETRA-01110,Female,0,4,20.38,22.21,Two year,No,4,Credit card,1,0,1,24
PETRA-01111,Male,0,49,62.45,7745.81,Two year,No,0,Electronic check,0,0,0,24
PETRA-01112,Male,0,47,95.25,3644.67,One year,DSL,2,Electronic check,0,0,0,12
PETRA-01113,Male,0,20,54.10,395.14,One year,DSL,2,Electronic check,0,0,0,12
PETRA-01114,Male,0,23,83.21,0.00,One year,No,1,Electronic check,1,1,0,12
PETRA-01115,Male,0,28,91.28,2717.61,One year,Fiber optic,0,Mailed check,0,1,0,12
PETRA-01116,Female,0,42,87.26,5437.29,Month-to-month,Fiber optic,2,Bank transfer,0,1,0,1
PETRA-01117,Female,0,15,97.18,294.48,Month-to-month,Fiber optic,2,Bank transfer,0,0,1,1
PETRA-01118,Female,0,29,54.13,2256.35,Month-to-month,DSL,2,Bank transfer,1,0,0,1
PETRA-01119,Male,0,3,76.60,243.24,Two year,Fiber optic,5,Mailed check,1,0,1,24
PETRA-01120,Male,1,19,74.18,0.00,One year,No,1,Bank transfer,0,1,0,12
PETRA-01121,Male,0,9,66.57,861.50,Two year,Fiber optic,2,Bank transfer,0,0,1,24
PETRA-01122,Male,1,7,42.10,240.02,Month-to-month,Fiber optic,0,Electronic check,0,0,0,1
PETRA-01123,Male,0,35,89.00,659.55,Month-to-month,No,1,Credit card,0,0,0,1
PETRA-01124,Female,0,7,76.97,899.66,One year,Fiber optic,0,Bank transfer,1,0,0,12
PETRA-01125,Female,0,17,91.09,2565.22,Two year,DSL,2,Electronic check,0,0,0,24
PETRA-01126,Female,0,37,28.98,210.76,Two year,Fiber optic,2,Mailed check,1,0,0,24
PETRA-01127,Female,1,12,20.00,289.30,Month-to-month,DSL,1,Credit card,1,1,1,1
PETRA-01128,Female,0,6,22.31,152.88,Two year,DSL,2,Bank transfer,1,1,0,24
PETRA-01129,Female,1,2,80.24,152.84,Two year,Fiber optic,1,Mailed check,1,0,0,24
PETRA-01130,Male,0,48,52.35,1605.92,Two year,DSL,5,Electronic check,0,1,0,24
PETRA-01131,Female,1,35,111.00,3481.36,One year,DSL,1,Electronic check,0,0,0,12
PETRA-01132,Female,1,21,101.14,3519.38,Two year,Fiber optic,1,Credit card,0,1,0,24
PETRA-01133,Female,0,2,46.58,125.89,Month-to-month,DSL,1,Credit card,1,0,0,1
PETRA-01134,Female,0,5,71.12,0.00,Month-to-month,Fiber optic,1,Bank transfer,0,0,0,1
PETRA-01135,Male,0,2,108.00,0.00,Month-to-month,DSL,0,Credit card,0,0,1,1
PETRA-01136,Female,0,1,35.32,0.00,Month-to-month,Fiber optic,2,Electronic check,0,0,0,1
PETRA-01137,Male,1,43,83.19,176.18,Two year,No,2,Electronic check,0,0,0,24
PETRA-01138,Female,0,5,50.22,118.37,One year,DSL,0,Electronic check,1,1,0,12
PETRA-01139,Female,0,2,64.19,87.69,Month-to-month,Fiber optic,1,Credit card,1,1,0,1
PETRA-01140,Female,0,47,82.70,3708.58,One year,DSL,3,Bank transfer,1,0,0,12
PETRA-01141,Male,0,8,49.90,389.75,One year,DSL,0,Electronic check,1,0,0,12
PETRA-01142,Female,1,62,70.04,4194.58,Month-to-month,Fiber optic,4,Credit card,0,1,1,1
PETRA-01143,Female,0,31,109.24,6097.44,One year,DSL,1,Credit card,0,0,0,12
PETRA-01144,Male,0,8,48.16,0.00,Month-to-month,DSL,3,Bank transfer,0,0,0,1
PETRA-01145,Male,1,1,87.77,114.49,One year,Fiber optic,0,Credit card,1,0,1,12
PETRA-01146,Female,0,5,73.59,452.73,Two year,Fiber optic,1,Credit card,1,0,0,24
PETRA-01147,Female,0,10,39.34,45.68,Month-to-month,No,3,Bank transfer,0,0,0,1
PETRA-01148,Female,0,7,29.86,287.14,Month-to-month,No,2,Mailed check,1,0,0,1
PETRA-01149,Female,0,2,44.07,117.94,One year,Fiber optic,1,Credit card,0,0,0,12
PETRA-01150,Male,0,8,35.38,274.47,Two year,DSL,1,Bank transfer,0,0,0,24
PETRA-01151,Female,0,7,39.44,0.00,Month-to-month,DSL,5,Bank transfer,1,1,1,1
PETRA-01152,Male,0,8,20.00,267.94,Two year,Fiber optic,1,Bank transfer,1,0,0,24
PETRA-01153,Female,1,23,65.99,1758.58,One year,No,1,Bank transfer,1,0,0,12
PETRA-01154,Male,1,66,100.59,8514.36,Month-to-month,DSL,2,Credit card,1,1,0,1
PETRA-01155,Female,0,13,20.00,0.00,Month-to-month,DSL,4,Credit card,0,1,1,1
PETRA-01156,Male,0,2,64.00,80.37,Month-to-month,Fiber optic,3,Bank transfer,1,0,0,1
PETRA-01157,Female,0,38,22.79,0.00,Month-to-month,No,3,Mailed check,1,0,0,1
PETRA-01158,Male,0,23,51.68,2264.72,Month-to-month,Fiber optic,1,Bank transfer,1,0,0,1
PETRA-01159,Male,0,4,57.14,51.77,One year,Fiber optic,1,Bank transfer,0,0,1,12
PETRA-01160,Female,0,25,36.48,1856.48,One year,Fiber optic,1,Mailed check,1,0,0,12
PETRA-01161,Male,0,29,86.52,4182.69,Month-to-month,Fiber optic,1,Electronic check,0,1,0,1
PETRA-01162,Female,0,3,71.17,246.58,Month-to-month,Fiber optic,1,Electronic check,0,1,0,1
PETRA-01163,Female,0,9,66.39,1072.36,Month-to-month,Fiber optic,1,Bank transfer,1,1,1,1
PETRA-01164,Female,0,16,90.79,492.32,Two year,Fiber optic,3,Mailed check,1,0,0,24
PETRA-01165,Male,0,11,53.74,274.48,Two year,Fiber optic,0,Bank transfer,1,1,0,24
PETRA-01166,Male,0,2,31.31,136.40,One year,DSL,2,Electronic check,1,1,0,12
PETRA-01167,Male,0,51,60.83,1061.33,Month-to-month,DSL,0,Electronic check,0,0,0,1
PETRA-01168,Female,0,4,95.53,27.48,Two year,DSL,2,Bank transfer,1,0,0,24
PETRA-01169,Female,1,2,92.03,142.66,Two year,DSL,3,Mailed check,0,0,1,24
PETRA-01170,Female,1,19,66.98,486.82,Month-to-month,DSL,2,Mailed check,1,0,0,1
PETRA-01171,Female,0,72,64.42,10694.17,Month-to-month,Fiber optic,2,Bank transfer,0,0,0,1
PETRA-01172,Male,0,32,104.84,5175.56,Month-to-month,No,1,Credit card,1,0,0,1
